assignDate,assignmentType,averageScore,createdAt,description,dueDate,id,lateRate,maxAttempts,maxScore,moduleId,name,submissionRate,updatedAt,weight
2024-03-21T00:00:00,Project,73.00999999999999,2025-03-20T18:55:29.198164,Develop a project that demonstrates your understanding of the material. This project focuses on Spanish Fundamentals Project 1.,2024-03-23T00:00:00,ASG051193,3.3333333333333335,,100.0,MOD797293,Spanish Fundamentals Project 1,30,2025-03-20T18:55:29.267255,0.25
2024-03-19T00:00:00,Exam,71.66333333333334,2025-03-20T18:55:29.198164,A comprehensive exam covering all major topics in this module. This exam focuses on Spanish Fundamentals Exam 2.,2024-03-25T00:00:00,ASG442669,10.0,1,100.0,MOD797293,Spanish Fundamentals Exam 2,30,2025-03-20T18:55:29.267255,0.3
2024-03-27T00:00:00,Homework,71.35333333333332,2025-03-20T18:55:29.198164,Complete these exercises to reinforce your understanding. This homework focuses on Theory.,2024-04-02T00:00:00,ASG953602,6.666666666666667,3,100.0,MOD551134,Homework 1: Theory,30,2025-03-20T18:55:29.267255,0.2
2024-03-28T00:00:00,Exam,72.53666666666666,2025-03-20T18:55:29.198164,This exam assesses your overall understanding of the material. This exam focuses on Exam on Theory.,2024-03-31T00:00:00,ASG849832,13.333333333333334,2,100.0,MOD551134,Exam on Theory,30,2025-03-20T18:55:29.267255,0.3
2024-04-04T00:00:00,Quiz,72.57666666666665,2025-03-20T18:55:29.198164,This quiz covers the essential material from recent lessons. This quiz focuses on Quiz - Discussion Concepts.,2024-04-13T00:00:00,ASG666110,13.333333333333334,3,100.0,MOD352899,Quiz - Discussion Concepts,30,2025-03-20T18:55:29.267255,0.15
2024-04-07T00:00:00,Quiz,73.42000000000002,2025-03-20T18:55:29.198164,A short quiz to test your understanding of key concepts. This quiz focuses on Quiz - Discussion Concepts.,2024-04-10T00:00:00,ASG508289,20.0,3,100.0,MOD352899,Quiz - Discussion Concepts,30,2025-03-20T18:55:29.267255,0.15
2024-04-17T00:00:00,Exam,72.36666666666669,2025-03-20T18:55:29.198164,Demonstrate your mastery of the subject through this detailed examination. This exam focuses on Exam - Spanish Fundamentals Concepts.,2024-04-24T00:00:00,ASG644728,13.333333333333334,2,100.0,MOD868061,Exam - Spanish Fundamentals Concepts,30,2025-03-20T18:55:29.267255,0.3
2024-04-17T00:00:00,Participation,72.65333333333332,2025-03-20T18:55:29.198164,Contribute to class discussions and activities. This participation focuses on Spanish Fundamentals Participation 2.,2024-04-23T00:00:00,ASG479000,10.0,,100.0,MOD868061,Spanish Fundamentals Participation 2,30,2025-03-20T18:55:29.267255,0.1
2024-04-27T00:00:00,Project,73.17666666666666,2025-03-20T18:55:29.198164,This project allows you to apply concepts in a practical context. This project focuses on Spanish Discussion.,2024-05-02T00:00:00,ASG770255,16.666666666666664,,100.0,MOD050390,Project 1: Spanish Discussion,30,2025-03-20T18:55:29.267255,0.25
2024-04-27T00:00:00,Quiz,69.29666666666667,2025-03-20T18:55:29.198164,This quiz covers the essential material from recent lessons. This quiz focuses on Spanish Discussion Quiz 2.,2024-05-01T00:00:00,ASG936947,20.0,1,100.0,MOD050390,Spanish Discussion Quiz 2,30,2025-03-20T18:55:29.267255,0.15
2024-05-03T00:00:00,Exam,72.27,2025-03-20T18:55:29.198164,This exam assesses your overall understanding of the material. This exam focuses on Discussion in Spanish.,2024-05-09T00:00:00,ASG715481,10.0,1,100.0,MOD827046,Exam 1: Discussion in Spanish,30,2025-03-20T18:55:29.267255,0.3
