assessmentScore,assignmentId,createdAt,id,isLate,studentId,submissionDate,timeSpentMinutes,updatedAt
100,ASG495583,2025-03-31T18:05:19.792349,sa_a5a72f36,False,770008099,2023-10-31T00:00:00,154,2025-03-31T18:05:19.792349
100,ASG707924,2025-03-31T18:05:19.792349,sa_d193a886,False,770008099,2023-11-09T00:00:00,68,2025-03-31T18:05:19.792349
55.6,ASG211500,2025-03-31T18:05:19.792349,sa_08bae3d2,False,175298707,2023-09-16T00:00:00,165,2025-03-31T18:05:19.792349
56.6,ASG683832,2025-03-31T18:05:19.792349,sa_872adaa2,False,175298707,2023-09-17T00:00:00,92,2025-03-31T18:05:19.792349
53.7,ASG109890,2025-03-31T18:05:19.792349,sa_19eb1886,False,175298707,2023-09-23T00:00:00,37,2025-03-31T18:05:19.792349
55.9,ASG262429,2025-03-31T18:05:19.792349,sa_9e8b1a81,False,175298707,2023-09-29T00:00:00,62,2025-03-31T18:05:19.792349
54.8,ASG176831,2025-03-31T18:05:19.792349,sa_906e3edf,False,175298707,2023-10-05T00:00:00,106,2025-03-31T18:05:19.792349
68.5,ASG533190,2025-03-31T18:05:19.792349,sa_9555394a,False,175298707,2023-10-13T00:00:00,79,2025-03-31T18:05:19.792349
46.9,ASG995147,2025-03-31T18:05:19.792349,sa_0a756c9d,True,175298707,2023-10-27T00:00:00,494,2025-03-31T18:05:19.792349
56.3,ASG482253,2025-03-31T18:05:19.792349,sa_6922caf6,False,175298707,2023-10-26T00:00:00,38,2025-03-31T18:05:19.792349
52.5,ASG102987,2025-03-31T18:05:19.792349,sa_1ebd7e0b,False,175298707,2023-11-01T00:00:00,78,2025-03-31T18:05:19.792349
60.9,ASG604909,2025-03-31T18:05:19.792349,sa_1be6e802,False,175298707,2023-11-08T00:00:00,440,2025-03-31T18:05:19.792349
67.2,ASG681028,2025-03-31T18:05:19.792349,sa_c58e1026,False,175298707,2023-11-17T00:00:00,139,2025-03-31T18:05:19.792349
53.8,ASG806286,2025-03-31T18:05:19.792349,sa_211adf16,False,175298707,2023-11-26T00:00:00,70,2025-03-31T18:05:19.792349
49.5,ASG144869,2025-03-31T18:05:19.792349,sa_5bbab474,True,175298707,2023-12-07T00:00:00,107,2025-03-31T18:05:19.792349
53.4,ASG010848,2025-03-31T18:05:19.792349,sa_6014ba2e,False,175298707,2023-12-01T00:00:00,523,2025-03-31T18:05:19.792349
68.3,ASG248077,2025-03-31T18:05:19.792349,sa_3d0a85f7,False,175298707,2023-12-07T00:00:00,120,2025-03-31T18:05:19.792349
57.0,ASG937045,2025-03-31T18:05:19.792349,sa_31278e45,False,175298707,2023-09-18T00:00:00,68,2025-03-31T18:05:19.792349
58.3,ASG752300,2025-03-31T18:05:19.792349,sa_bdb95d21,False,175298707,2023-09-28T00:00:00,361,2025-03-31T18:05:19.792349
69.9,ASG734363,2025-03-31T18:05:19.792349,sa_530231d5,False,175298707,2023-10-05T00:00:00,159,2025-03-31T18:05:19.792349
54.9,ASG376082,2025-03-31T18:05:19.792349,sa_1aee93c1,False,175298707,2023-10-10T00:00:00,561,2025-03-31T18:05:19.792349
62.9,ASG694915,2025-03-31T18:05:19.792349,sa_9d393545,False,175298707,2023-10-12T00:00:00,135,2025-03-31T18:05:19.792349
65.7,ASG261696,2025-03-31T18:05:19.792349,sa_a4ba8fff,False,175298707,2023-10-23T00:00:00,97,2025-03-31T18:05:19.792349
60.8,ASG694783,2025-03-31T18:05:19.792349,sa_5537c038,False,175298707,2023-10-29T00:00:00,114,2025-03-31T18:05:19.792349
58.1,ASG052488,2025-03-31T18:05:19.792349,sa_46eba15c,False,175298707,2023-11-06T00:00:00,97,2025-03-31T18:05:19.792349
57.9,ASG223166,2025-03-31T18:05:19.792349,sa_3109ce9d,True,175298707,2023-11-22T00:00:00,533,2025-03-31T18:05:19.792349
69.4,ASG201752,2025-03-31T18:05:19.792349,sa_48c8176d,False,175298707,2023-11-27T00:00:00,66,2025-03-31T18:05:19.792349
60.8,ASG089386,2025-03-31T18:05:19.792349,sa_d491ad9f,False,175298707,2023-12-02T00:00:00,61,2025-03-31T18:05:19.792349
52.8,ASG284450,2025-03-31T18:05:19.792349,sa_8392c7ef,False,175298707,2023-12-07T00:00:00,38,2025-03-31T18:05:19.792349
66.2,ASG025436,2025-03-31T18:05:19.792349,sa_a36c7c16,False,175298707,2023-12-12T00:00:00,69,2025-03-31T18:05:19.792349
54.4,ASG421061,2025-03-31T18:05:19.792349,sa_b65030b7,False,175298707,2023-12-24T00:00:00,82,2025-03-31T18:05:19.792349
62.0,ASG531672,2025-03-31T18:05:19.792349,sa_0ca28dd9,False,175298707,2023-12-30T00:00:00,152,2025-03-31T18:05:19.792349
66.2,ASG394975,2025-03-31T18:05:19.792349,sa_a6f0b22c,False,175298707,2024-01-05T00:00:00,54,2025-03-31T18:05:19.792349
60.2,ASG555981,2025-03-31T18:05:19.792349,sa_5ebeffb2,False,175298707,2024-01-12T00:00:00,65,2025-03-31T18:05:19.792349
67.7,ASG051045,2025-03-31T18:05:19.792349,sa_d92e86e8,False,175298707,2023-09-11T00:00:00,61,2025-03-31T18:05:19.792349
55.0,ASG198519,2025-03-31T18:05:19.792349,sa_5e4ba967,False,175298707,2023-09-19T00:00:00,65,2025-03-31T18:05:19.792349
52.2,ASG573285,2025-03-31T18:05:19.792349,sa_78707b21,False,175298707,2023-09-20T00:00:00,199,2025-03-31T18:05:19.792349
69.2,ASG417910,2025-03-31T18:05:19.792349,sa_9f4a76db,False,175298707,2023-09-29T00:00:00,116,2025-03-31T18:05:19.792349
54.7,ASG486194,2025-03-31T18:05:19.792349,sa_5b553387,False,175298707,2023-10-01T00:00:00,124,2025-03-31T18:05:19.792349
69.6,ASG712060,2025-03-31T18:05:19.792349,sa_5c12a95c,False,175298707,2023-10-07T00:00:00,39,2025-03-31T18:05:19.792349
65.1,ASG435387,2025-03-31T18:05:19.792349,sa_e2219802,False,175298707,2023-10-12T00:00:00,45,2025-03-31T18:05:19.792349
52.0,ASG335894,2025-03-31T18:05:19.792349,sa_c2bbeb07,False,175298707,2023-10-13T00:00:00,52,2025-03-31T18:05:19.792349
68.8,ASG173148,2025-03-31T18:05:19.792349,sa_3e6ea65c,False,175298707,2023-10-23T00:00:00,660,2025-03-31T18:05:19.792349
55.3,ASG516724,2025-03-31T18:05:19.792349,sa_36e59132,False,175298707,2023-10-30T00:00:00,160,2025-03-31T18:05:19.792349
55.0,ASG107464,2025-03-31T18:05:19.792349,sa_9e1506cf,False,175298707,2023-10-30T00:00:00,100,2025-03-31T18:05:19.792349
65.1,ASG197962,2025-03-31T18:05:19.793349,sa_7c580338,True,175298707,2023-11-13T00:00:00,375,2025-03-31T18:05:19.793349
56.5,ASG819211,2025-03-31T18:05:19.793349,sa_078ce038,False,175298707,2023-11-08T00:00:00,128,2025-03-31T18:05:19.793349
56.5,ASG176183,2025-03-31T18:05:19.793349,sa_06f766d5,True,175298707,2023-11-24T00:00:00,405,2025-03-31T18:05:19.793349
58.6,ASG776169,2025-03-31T18:05:19.793349,sa_8b6d63c3,False,175298707,2023-11-18T00:00:00,121,2025-03-31T18:05:19.793349
60.7,ASG446598,2025-03-31T18:05:19.793349,sa_147fd7a4,False,175298707,2023-11-27T00:00:00,54,2025-03-31T18:05:19.793349
68.9,ASG360823,2025-03-31T18:05:19.793349,sa_2c67dd83,False,175298707,2023-11-28T00:00:00,119,2025-03-31T18:05:19.793349
61.7,ASG133227,2025-03-31T18:05:19.793349,sa_cdbff588,False,175298707,2023-12-06T00:00:00,167,2025-03-31T18:05:19.793349
53.8,ASG192260,2025-03-31T18:05:19.793349,sa_1ea97fbc,False,175298707,2023-12-12T00:00:00,41,2025-03-31T18:05:19.793349
79.4,ASG927135,2025-03-31T18:05:19.793349,sa_fa8f35d5,False,175298707,2024-02-15T00:00:00,63,2025-03-31T18:05:19.793349
77.8,ASG584820,2025-03-31T18:05:19.793349,sa_d8dbcbc1,False,175298707,2024-02-28T00:00:00,143,2025-03-31T18:05:19.793349
72.3,ASG200621,2025-03-31T18:05:19.793349,sa_a4472b85,False,175298707,2024-03-08T00:00:00,38,2025-03-31T18:05:19.793349
72.8,ASG378601,2025-03-31T18:05:19.793349,sa_199a81fc,True,175298707,2024-03-19T00:00:00,323,2025-03-31T18:05:19.793349
73.1,ASG608764,2025-03-31T18:05:19.793349,sa_e0efba33,False,175298707,2024-03-20T00:00:00,133,2025-03-31T18:05:19.793349
66.5,ASG217408,2025-03-31T18:05:19.793349,sa_3a2a78e2,False,175298707,2024-03-28T00:00:00,192,2025-03-31T18:05:19.793349
79.0,ASG467505,2025-03-31T18:05:19.793349,sa_194fbfa7,False,175298707,2024-04-14T00:00:00,103,2025-03-31T18:05:19.793349
77.0,ASG963622,2025-03-31T18:05:19.793349,sa_34d55bf5,False,175298707,2024-04-10T00:00:00,113,2025-03-31T18:05:19.793349
83.9,ASG629816,2025-03-31T18:05:19.793349,sa_5d1a056a,False,175298707,2024-04-25T00:00:00,76,2025-03-31T18:05:19.793349
75.0,ASG599747,2025-03-31T18:05:19.793349,sa_b2e86e1f,False,175298707,2024-04-23T00:00:00,107,2025-03-31T18:05:19.793349
65.6,ASG011987,2025-03-31T18:05:19.793349,sa_44016716,False,175298707,2024-05-02T00:00:00,99,2025-03-31T18:05:19.793349
66.0,ASG639741,2025-03-31T18:05:19.793349,sa_09928982,False,175298707,2024-05-07T00:00:00,42,2025-03-31T18:05:19.793349
63.2,ASG095398,2025-03-31T18:05:19.793349,sa_b57bfc4e,False,175298707,2024-05-22T00:00:00,59,2025-03-31T18:05:19.793349
71.9,ASG414655,2025-03-31T18:05:19.793349,sa_230e000e,False,175298707,2024-05-24T00:00:00,188,2025-03-31T18:05:19.793349
58.6,ASG859211,2025-03-31T18:05:19.793349,sa_8ab5e7a0,False,175298707,2023-09-07T00:00:00,480,2025-03-31T18:05:19.793349
61.6,ASG088883,2025-03-31T18:05:19.793349,sa_76cdd7d0,False,175298707,2023-09-18T00:00:00,44,2025-03-31T18:05:19.793349
58.4,ASG230335,2025-03-31T18:05:19.793349,sa_704a514a,False,175298707,2023-09-24T00:00:00,384,2025-03-31T18:05:19.793349
55.4,ASG279352,2025-03-31T18:05:19.793349,sa_7e2c3ea4,False,175298707,2023-10-03T00:00:00,40,2025-03-31T18:05:19.793349
67.7,ASG905095,2025-03-31T18:05:19.793349,sa_83db49f4,False,175298707,2023-10-02T00:00:00,208,2025-03-31T18:05:19.793349
54.5,ASG733864,2025-03-31T18:05:19.793349,sa_482ba63a,False,175298707,2023-10-10T00:00:00,127,2025-03-31T18:05:19.793349
59.6,ASG198144,2025-03-31T18:05:19.793349,sa_282b4c8e,False,175298707,2023-10-20T00:00:00,147,2025-03-31T18:05:19.793349
52.6,ASG494514,2025-03-31T18:05:19.793349,sa_4b5d1bfa,False,175298707,2023-10-18T00:00:00,43,2025-03-31T18:05:19.793349
60.5,ASG830067,2025-03-31T18:05:19.793349,sa_3982c5a6,False,175298707,2023-10-27T00:00:00,396,2025-03-31T18:05:19.793349
69.2,ASG205628,2025-03-31T18:05:19.793349,sa_02231816,False,175298707,2023-11-05T00:00:00,38,2025-03-31T18:05:19.793349
63.1,ASG425998,2025-03-31T18:05:19.793349,sa_453437a2,False,175298707,2023-11-09T00:00:00,188,2025-03-31T18:05:19.793349
31.8,ASG017321,2025-03-31T18:05:19.793349,sa_85ae8f9b,False,175298707,2023-09-05T00:00:00,481,2025-03-31T18:05:19.793349
32.6,ASG613539,2025-03-31T18:05:19.793349,sa_63c92356,False,175298707,2023-09-09T00:00:00,430,2025-03-31T18:05:19.793349
33.8,ASG589464,2025-03-31T18:05:19.793349,sa_de8d4369,True,175298707,2023-09-20T00:00:00,636,2025-03-31T18:05:19.793349
37.0,ASG795408,2025-03-31T18:05:19.793349,sa_1e849ce6,False,175298707,2023-09-15T00:00:00,42,2025-03-31T18:05:19.793349
33.1,ASG581951,2025-03-31T18:05:19.793349,sa_f6b9aefd,False,175298707,2023-09-23T00:00:00,104,2025-03-31T18:05:19.793349
32.5,ASG594530,2025-03-31T18:05:19.793349,sa_d650d669,False,175298707,2023-09-24T00:00:00,96,2025-03-31T18:05:19.793349
40.4,ASG104780,2025-03-31T18:05:19.793349,sa_e6cf5e00,False,175298707,2023-10-02T00:00:00,576,2025-03-31T18:05:19.793349
38.5,ASG755627,2025-03-31T18:05:19.793349,sa_41d6da42,False,175298707,2023-10-03T00:00:00,124,2025-03-31T18:05:19.793349
38.1,ASG531858,2025-03-31T18:05:19.793349,sa_7eea0078,False,175298707,2023-10-08T00:00:00,143,2025-03-31T18:05:19.793349
38.3,ASG723283,2025-03-31T18:05:19.793349,sa_7de56d1d,False,175298707,2023-10-15T00:00:00,107,2025-03-31T18:05:19.793349
36.1,ASG483622,2025-03-31T18:05:19.793349,sa_431c88d8,False,175298707,2023-10-24T00:00:00,117,2025-03-31T18:05:19.793349
34.4,ASG335954,2025-03-31T18:05:19.793349,sa_68090ef6,False,175298707,2023-11-02T00:00:00,131,2025-03-31T18:05:19.793349
37.3,ASG495583,2025-03-31T18:05:19.793349,sa_887cc8d4,False,175298707,2023-11-01T00:00:00,113,2025-03-31T18:05:19.793349
39.0,ASG707924,2025-03-31T18:05:19.793349,sa_02988b34,False,175298707,2023-11-09T00:00:00,101,2025-03-31T18:05:19.793349
75.8,ASG141068,2025-03-31T18:05:19.794350,sa_39c7aee6,False,175298707,2024-02-14T00:00:00,132,2025-03-31T18:05:19.794350
78.2,ASG540295,2025-03-31T18:05:19.794350,sa_112c5b94,False,175298707,2024-02-21T00:00:00,47,2025-03-31T18:05:19.794350
71.5,ASG184944,2025-03-31T18:05:19.794350,sa_415adb40,False,175298707,2024-02-21T00:00:00,390,2025-03-31T18:05:19.794350
69.1,ASG018884,2025-03-31T18:05:19.794350,sa_19d6378b,False,175298707,2024-02-28T00:00:00,36,2025-03-31T18:05:19.794350
81.0,ASG136846,2025-03-31T18:05:19.794350,sa_4f4af214,False,175298707,2024-02-28T00:00:00,140,2025-03-31T18:05:19.794350
75.2,ASG169773,2025-03-31T18:05:19.794350,sa_767eff1f,False,175298707,2024-03-08T00:00:00,55,2025-03-31T18:05:19.794350
